v-sweep,v(vout),i(vout),v(v1),v(v2)
0.608,1,0.000000848847833,0.608,0.5
0.609,1,0.000000850020371,0.609,0.5
0.61,1,0.000000851136036,0.61,0.5
0.611,1,0.00000085218457,0.611,0.5
0.612,1,0.000000853153061,0.612,0.5
0.613,1,0.000000854026403,0.613,0.5
0.614,1,0.00000085478964,0.614,0.5
0.615,1,0.000000855432617,0.615,0.5
0.616,1,0.000000855955555,0.616,0.5
0.617,1,0.000000856370661,0.617,0.5
0.618,1,0.000000856697831,0.618,0.5
0.619,1,0.000000856958202,0.619,0.5
0.62,1,0.000000857169333,0.62,0.5
0.621,1,0.000000857344006,0.621,0.5
0.622,1,0.000000857491386,0.622,0.5
0.623,1,0.000000857617749,0.623,0.5
0.624,1,0.00000085772777,0.624,0.5
0.625,1,0.000000857824858,0.625,0.5
0.626,1,0.000000857911431,0.626,0.5
0.627,1,0.000000857989363,0.627,0.5
0.628,1,0.000000858060126,0.628,0.5
0.629,1,0.000000858124778,0.629,0.5
0.63,1,0.000000858184258,0.63,0.5
0.631,1,0.00000085823924,0.631,0.5
0.632,1,0.000000858290278,0.632,0.5
0.633,1,0.000000858337863,0.633,0.5
0.634,1,0.000000858382428,0.634,0.5
0.635,1,0.000000858424215,0.635,0.5
0.636,1,0.000000858463558,0.636,0.5
0.637,1,0.000000858500741,0.637,0.5
0.638,1,0.000000858535863,0.638,0.5
0.639,1,0.000000858569166,0.639,0.5
0.64,1,0.000000858600799,0.64,0.5
0.641,1,0.000000858630905,0.641,0.5
0.642,1,0.00000085865959,0.642,0.5
0.643,1,0.000000858686946,0.643,0.5
0.644,1,0.000000858713094,0.644,0.5
0.645,1,0.000000858738126,0.645,0.5
0.646,1,0.000000858762085,0.646,0.5
0.647,1,0.000000858785043,0.647,0.5
0.648,1,0.000000858807134,0.648,0.5
0.649,1,0.000000858828272,0.649,0.5
0.65,1,0.000000858848665,0.65,0.5
0.651,1,0.000000858868269,0.651,0.5
0.652,1,0.000000858887134,0.652,0.5
0.653,1,0.000000858905302,0.653,0.5
0.654,1,0.000000858922832,0.654,0.5
0.655,1,0.000000858939728,0.655,0.5
0.656,1,0.000000858956042,0.656,0.5
0.657,1,0.000000858971831,0.657,0.5
0.658,1,0.000000858987093,0.658,0.5
0.659,1,0.000000859001801,0.659,0.5
0.66,1,0.000000859016041,0.66,0.5
0.661,1,0.000000859029861,0.661,0.5
0.662,1,0.00000085904324,0.662,0.5
0.663,1,0.000000859056158,0.663,0.5
0.664,1,0.000000859068678,0.664,0.5
0.665,1,0.000000859080792,0.665,0.5
0.666,1,0.000000859092587,0.666,0.5
0.667,1,0.000000859104055,0.667,0.5
0.668,1,0.000000859115133,0.668,0.5
0.669,1,0.000000859125883,0.669,0.5
0.67,1,0.000000859136314,0.67,0.5
0.671,1,0.000000859146503,0.671,0.5
0.672,1,0.000000859156351,0.672,0.5
0.673,1,0.000000859165908,0.673,0.5
0.674,1,0.000000859175209,0.674,0.5
0.675,1,0.000000859184276,0.675,0.5
0.676,1,0.000000859193115,0.676,0.5
0.677,1,0.000000859201656,0.677,0.5
0.678,1,0.000000859209969,0.678,0.5
0.679,1,0.000000859218098,0.679,0.5
0.68,1,0.000000859225999,0.68,0.5
0.681,1,0.000000859233637,0.681,0.5
0.682,1,0.00000085924114,0.682,0.5
0.683,1,0.000000859248424,0.683,0.5
0.684,1,0.000000859255508,0.684,0.5
0.685,1,0.000000859262421,0.685,0.5
0.686,1,0.000000859269136,0.686,0.5
0.687,1,0.000000859275758,0.687,0.5
0.688,1,0.000000859282146,0.688,0.5
0.689,1,0.000000859288356,0.689,0.5
0.69,1,0.000000859294417,0.69,0.5
0.691,1,0.000000859300378,0.691,0.5
0.692,1,0.000000859306155,0.692,0.5
0.693,1,0.000000859311804,0.693,0.5
0.694,1,0.000000859317282,0.694,0.5
0.695,1,0.000000859322675,0.695,0.5
0.696,1,0.000000859327933,0.696,0.5
0.697,1,0.000000859333049,0.697,0.5
0.698,1,0.000000859338044,0.698,0.5
0.699,1,0.000000859342911,0.699,0.5
0.7,1,0.000000859347722,0.7,0.5
0.701,1,0.00000085935234,0.701,0.5
0.702,1,0.000000859356909,0.702,0.5
0.703,1,0.000000859361364,0.703,0.5
0.704,1,0.000000859365706,0.704,0.5
0.705,1,0.000000859369905,0.705,0.5
0.706,1,0.000000859374055,0.706,0.5
0.707,1,0.00000085937809,0.707,0.5
0.708,1,0.000000859382084,0.708,0.5
0.709,1,0.000000859385935,0.709,0.5
0.71,1,0.000000859389694,0.71,0.5
0.711,1,0.00000085939341,0.711,0.5
0.712,1,0.000000859397005,0.712,0.5
0.713,1,0.000000859400529,0.713,0.5
0.714,1,0.000000859403997,0.714,0.5
0.715,1,0.000000859407422,0.715,0.5
0.716,1,0.00000085941069,0.716,0.5
0.717,1,0.000000859413916,0.717,0.5
0.718,1,0.000000859417085,0.718,0.5
0.719,1,0.000000859420197,0.719,0.5
0.72,1,0.00000085942321,0.72,0.5
0.721,1,0.000000859426194,0.721,0.5
0.722,1,0.000000859429122,0.722,0.5
0.723,1,0.000000859431985,0.723,0.5
0.724,1,0.000000859434756,0.724,0.5
0.725,1,0.000000859437471,0.725,0.5
0.726,1,0.000000859440128,0.726,0.5
0.727,1,0.000000859442743,0.727,0.5
0.728,1,0.000000859445301,0.728,0.5
0.729,1,0.000000859447809,0.729,0.5
0.73,1,0.000000859450282,0.73,0.5
0.731,1,0.000000859452705,0.731,0.5
0.732,1,0.000000859455049,0.732,0.5
0.733,1,0.000000859457352,0.733,0.5
0.734,1,0.000000859459597,0.734,0.5
0.735,1,0.000000859461828,0.735,0.5
0.736,1,0.000000859463988,0.736,0.5
0.737,1,0.000000859466148,0.737,0.5
0.738,1,0.000000859468201,0.738,0.5
0.739,1,0.000000859470283,0.739,0.5
0.74,1,0.000000859472273,0.74,0.5
0.741,1,0.000000859474234,0.741,0.5
0.742,1,0.000000859476124,0.742,0.5
0.743,1,0.000000859478043,0.743,0.5
0.744,1,0.00000085947989,0.744,0.5
0.745,1,0.000000859481766,0.745,0.5
0.746,1,0.000000859483514,0.746,0.5
0.747,1,0.000000859485276,0.747,0.5
0.748,1,0.000000859486967,0.748,0.5
0.749,1,0.000000859488672,0.749,0.5
0.75,1,0.000000859490314,0.75,0.5
0.751,1,0.000000859491962,0.751,0.5
0.752,1,0.000000859493547,0.752,0.5
0.753,1,0.000000859495081,0.753,0.5
0.754,1,0.000000859496623,0.754,0.5
0.755,1,0.000000859498137,0.755,0.5
0.756,1,0.000000859499636,0.756,0.5
0.757,1,0.000000859501085,0.757,0.5
0.758,1,0.000000859502478,0.758,0.5
0.759,1,0.000000859503892,0.759,0.5
0.76,1,0.000000859505263,0.76,0.5
0.761,1,0.000000859506599,0.761,0.5
0.762,1,0.000000859507942,0.762,0.5
0.763,1,0.00000085950925,0.763,0.5
0.764,1,0.000000859510514,0.764,0.5
0.765,1,0.000000859511765,0.765,0.5
0.766,1,0.000000859512987,0.766,0.5
0.767,1,0.000000859514188,0.767,0.5
0.768,1,0.000000859515396,0.768,0.5
0.769,1,0.000000859516582,0.769,0.5
0.77,1,0.000000859517698,0.77,0.5
0.771,1,0.000000859518821,0.771,0.5
0.772,1,0.000000859519936,0.772,0.5
0.773,1,0.000000859521023,0.773,0.5
0.774,1,0.000000859522068,0.774,0.5
0.775,1,0.000000859523169,0.775,0.5
0.776,1,0.000000859524171,0.776,0.5
0.777,1,0.000000859525201,0.777,0.5
0.778,1,0.000000859526217,0.778,0.5
0.779,1,0.000000859527184,0.779,0.5
0.78,1,0.000000859528136,0.78,0.5
0.781,1,0.000000859529102,0.781,0.5
0.782,1,0.000000859530005,0.782,0.5
0.783,1,0.00000085953095,0.783,0.5
0.784,1,0.000000859531831,0.784,0.5
0.785,1,0.00000085953274,0.785,0.5
0.786,1,0.000000859533635,0.786,0.5
0.787,1,0.000000859534516,0.787,0.5
0.788,1,0.000000859535334,0.788,0.5
0.789,1,0.000000859536151,0.789,0.5
0.79,1,0.000000859536968,0.79,0.5
0.791,1,0.000000859537799,0.791,0.5
0.792,1,0.000000859538595,0.792,0.5
0.793,1,0.000000859539341,0.793,0.5
0.794,1,0.000000859540137,0.794,0.5
0.795,1,0.000000859540897,0.795,0.5
0.796,1,0.000000859541629,0.796,0.5
0.797,1,0.000000859542368,0.797,0.5
0.798,1,0.0000008595431,0.798,0.5
0.799,1,0.000000859543775,0.799,0.5
0.8,1,0.00000085954445,0.8,0.5
0.801,1,0.000000859545196,0.801,0.5
0.802,1,0.000000859545864,0.802,0.5
0.803,1,0.000000859546532,0.803,0.5
0.804,1,0.000000859547121,0.804,0.5
0.805,1,0.000000859547853,0.805,0.5
0.806,1,0.000000859548472,0.806,0.5
0.807,1,0.000000859549104,0.807,0.5
0.808,1,0.000000859549722,0.808,0.5
0.809,1,0.000000859550312,0.809,0.5
0.81,1,0.000000859550937,0.81,0.5
0.811,1,0.000000859551506,0.811,0.5
0.812,1,0.000000859552074,0.812,0.5
0.813,1,0.000000859552671,0.813,0.5
0.814,1,0.000000859553204,0.814,0.5
0.815,1,0.000000859553808,0.815,0.5
0.816,1,0.000000859554355,0.816,0.5
0.817,1,0.000000859554859,0.817,0.5
0.818,1,0.000000859555421,0.818,0.5
0.819,1,0.000000859555961,0.819,0.5
0.82,1,0.000000859556437,0.82,0.5
0.821,1,0.000000859556962,0.821,0.5
0.822,1,0.00000085955746,0.822,0.5
0.823,1,0.000000859557964,0.823,0.5
0.824,1,0.000000859558419,0.824,0.5
0.825,1,0.000000859558931,0.825,0.5
0.826,1,0.000000859559407,0.826,0.5
0.827,1,0.000000859559933,0.827,0.5
0.828,1,0.000000859560338,0.828,0.5
0.829,1,0.000000859560799,0.829,0.5
0.83,1,0.00000085956124,0.83,0.5
0.831,1,0.000000859561723,0.831,0.5
0.832,1,0.000000859562128,0.832,0.5
0.833,1,0.000000859562583,0.833,0.5
0.834,1,0.000000859563038,0.834,0.5
0.835,1,0.00000085956345,0.835,0.5
0.836,1,0.000000859563826,0.836,0.5
0.837,1,0.000000859564253,0.837,0.5
0.838,1,0.000000859564672,0.838,0.5
0.839,1,0.00000085956507,0.839,0.5
0.84,1,0.000000859565439,0.84,0.5
0.841,1,0.000000859565837,0.841,0.5
0.842,1,0.000000859566207,0.842,0.5
0.843,1,0.000000859566633,0.843,0.5
0.844,1,0.00000085956696,0.844,0.5
0.845,1,0.000000859567358,0.845,0.5
0.846,1,0.000000859567699,0.846,0.5
0.847,1,0.000000859568054,0.847,0.5
0.848,1,0.000000859568459,0.848,0.5
0.849,1,0.000000859568758,0.849,0.5
0.85,1,0.000000859569106,0.85,0.5
0.851,1,0.000000859569468,0.851,0.5
0.852,1,0.000000859569809,0.852,0.5
0.853,1,0.000000859570171,0.853,0.5
0.854,1,0.000000859570434,0.854,0.5
0.855,1,0.000000859570797,0.855,0.5
0.856,1,0.000000859571124,0.856,0.5
0.857,1,0.000000859571422,0.857,0.5
0.858,1,0.000000859571735,0.858,0.5
0.859,1,0.000000859572076,0.859,0.5
0.86,1,0.000000859572346,0.86,0.5
0.861,1,0.000000859572637,0.861,0.5
0.862,1,0.00000085957295,0.862,0.5
0.863,1,0.000000859573298,0.863,0.5
0.864,1,0.000000859573547,0.864,0.5
0.865,1,0.000000859573824,0.865,0.5
0.866,1,0.000000859574129,0.866,0.5
0.867,1,0.000000859574392,0.867,0.5
0.868,1,0.000000859574676,0.868,0.5
0.869,1,0.000000859574961,0.869,0.5
0.87,1,0.000000859575216,0.87,0.5
0.871,1,0.000000859575493,0.871,0.5
0.872,1,0.000000859575742,0.872,0.5
0.873,1,0.000000859576041,0.873,0.5
0.874,1,0.000000859576311,0.874,0.5
0.875,1,0.000000859576517,0.875,0.5
0.876,1,0.00000085957678,0.876,0.5
0.877,1,0.000000859577064,0.877,0.5
0.878,1,0.00000085957732,0.878,0.5
0.879,1,0.00000085957754,0.879,0.5
0.88,1,0.000000859577781,0.88,0.5
0.881,1,0.00000085957803,0.881,0.5
0.882,1,0.00000085957825,0.882,0.5
0.883,1,0.000000859578499,0.883,0.5
0.884,1,0.000000859578734,0.884,0.5
0.885,1,0.000000859578968,0.885,0.5
0.886,1,0.000000859579153,0.886,0.5
0.887,1,0.000000859579401,0.887,0.5
0.888,1,0.000000859579636,0.888,0.5
0.889,1,0.00000085957987,0.889,0.5
0.89,1,0.000000859580076,0.89,0.5
0.891,1,0.00000085958029,0.891,0.5
0.892,1,0.000000859580481,0.892,0.5
0.893,1,0.000000859580695,0.893,0.5
0.894,1,0.000000859580915,0.894,0.5
0.895,1,0.000000859581107,0.895,0.5
0.896,1,0.000000859581306,0.896,0.5
0.897,1,0.000000859581519,0.897,0.5
0.898,1,0.000000859581711,0.898,0.5
0.899,1,0.000000859581959,0.899,0.5
0.9,1,0.000000859582101,0.9,0.5
0.901,1,0.000000859582308,0.901,0.5
0.902,1,0.000000859582492,0.902,0.5
0.903,1,0.000000859582691,0.903,0.5
0.904,1,0.00000085958289,0.904,0.5
0.905,1,0.000000859583082,0.905,0.5
0.906,1,0.000000859583245,0.906,0.5
0.907,1,0.000000859583423,0.907,0.5
0.908,1,0.000000859583636,0.908,0.5
0.909,1,0.000000859583785,0.909,0.5
0.91,1,0.000000859583956,0.91,0.5
0.911,1,0.000000859584134,0.911,0.5
0.912,1,0.000000859584354,0.912,0.5
0.913,1,0.000000859584475,0.913,0.5
0.914,1,0.000000859584652,0.914,0.5
0.915,1,0.00000085958483,0.915,0.5
0.916,1,0.000000859584986,0.916,0.5
0.917,1,0.000000859585157,0.917,0.5
0.918,1,0.000000859585306,0.918,0.5
0.919,1,0.000000859585498,0.919,0.5
0.92,1,0.00000085958564,0.92,0.5
0.921,1,0.000000859585803,0.921,0.5
0.922,1,0.000000859585953,0.922,0.5
0.923,1,0.000000859586123,0.923,0.5
0.924,1,0.000000859586244,0.924,0.5
0.925,1,0.000000859586407,0.925,0.5
0.926,1,0.000000859586578,0.926,0.5
0.927,1,0.000000859586713,0.927,0.5
0.928,1,0.000000859586862,0.928,0.5
0.929,1,0.000000859587026,0.929,0.5
0.93,1,0.000000859587146,0.93,0.5
0.931,1,0.000000859587317,0.931,0.5
0.932,1,0.000000859587445,0.932,0.5
0.933,1,0.000000859587594,0.933,0.5
0.934,1,0.000000859587736,0.934,0.5
0.935,1,0.00000085958785,0.935,0.5
0.936,1,0.000000859587999,0.936,0.5
0.937,1,0.000000859588134,0.937,0.5
0.938,1,0.000000859588262,0.938,0.5
0.939,1,0.000000859588418,0.939,0.5
0.94,1,0.000000859588596,0.94,0.5
0.941,1,0.000000859588688,0.941,0.5
0.942,1,0.000000859588837,0.942,0.5
0.943,1,0.000000859588965,0.943,0.5
0.944,1,0.000000859589072,0.944,0.5
0.945,1,0.000000859589164,0.945,0.5
0.946,1,0.000000859589328,0.946,0.5
0.947,1,0.000000859589477,0.947,0.5
0.948,1,0.000000859589569,0.948,0.5
0.949,1,0.000000859589761,0.949,0.5
0.95,1,0.000000859589818,0.95,0.5
0.951,1,0.000000859589953,0.951,0.5
0.952,1,0.000000859590088,0.952,0.5
0.953,1,0.000000859590202,0.953,0.5
0.954,1,0.000000859590308,0.954,0.5
0.955,1,0.000000859590415,0.955,0.5
0.956,1,0.000000859590507,0.956,0.5
0.957,1,0.000000859590664,0.957,0.5
0.958,1,0.000000859590791,0.958,0.5
0.959,1,0.000000859590855,0.959,0.5
0.96,1,0.000000859590969,0.96,0.5
0.961,1,0.000000859591097,0.961,0.5
0.962,1,0.000000859591253,0.962,0.5
0.963,1,0.000000859591324,0.963,0.5
0.964,1,0.000000859591445,0.964,0.5
0.965,1,0.00000085959158,0.965,0.5
0.966,1,0.000000859591644,0.966,0.5
0.967,1,0.000000859591751,0.967,0.5
0.968,1,0.00000085959185,0.968,0.5
0.969,1,0.000000859591957,0.969,0.5
0.97,1,0.000000859592078,0.97,0.5
0.971,1,0.000000859592198,0.971,0.5
0.972,1,0.000000859592298,0.972,0.5
0.973,1,0.000000859592369,0.973,0.5
0.974,1,0.000000859592504,0.974,0.5
0.975,1,0.00000085959261,0.975,0.5
0.976,1,0.000000859592696,0.976,0.5
0.977,1,0.00000085959276,0.977,0.5
0.978,1,0.000000859592902,0.978,0.5
0.979,1,0.000000859592987,0.979,0.5
0.98,1,0.000000859593101,0.98,0.5
0.981,1,0.000000859593186,0.981,0.5
0.982,1,0.000000859593271,0.982,0.5
0.983,1,0.000000859593371,0.983,0.5
0.984,1,0.000000859593463,0.984,0.5
0.985,1,0.000000859593548,0.985,0.5
0.986,1,0.000000859593591,0.986,0.5
0.987,1,0.000000859593762,0.987,0.5
0.988,1,0.000000859593818,0.988,0.5
0.989,1,0.000000859593904,0.989,0.5
0.99,1,0.000000859593989,0.99,0.5
0.991,1,0.000000859594088,0.991,0.5
0.992,1,0.000000859594174,0.992,0.5
0.993,1,0.000000859594252,0.993,0.5
0.994,1,0.000000859594337,0.994,0.5
0.995,1,0.000000859594451,0.995,0.5
0.996,1,0.000000859594493,0.996,0.5
0.997,1,0.000000859594614,0.997,0.5
0.998,1,0.000000859594685,0.998,0.5
0.999,1,0.00000085959477,0.999,0.5
1,1,0.000000859594827,1,0.5
1.001,1,0.00000085959492,1.001,0.5
1.002,1,0.000000859595005,1.002,0.5
1.003,1,0.000000859595126,1.003,0.5
1.004,1,0.000000859595197,1.004,0.5
1.005,1,0.000000859595247,1.005,0.5
1.006,1,0.00000085959536,1.006,0.5
1.007,1,0.000000859595431,1.007,0.5
1.008,1,0.000000859595517,1.008,0.5
1.009,1,0.000000859595588,1.009,0.5
1.01,1,0.000000859595652,1.01,0.5
1.011,1,0.000000859595744,1.011,0.5
1.012,1,0.000000859595801,1.012,0.5
1.013,1,0.000000859595893,1.013,0.5
1.014,1,0.00000085959595,1.014,0.5
1.015,1,0.000000859596049,1.015,0.5
1.016,1,0.000000859596121,1.016,0.5
1.017,1,0.000000859596213,1.017,0.5
1.018,1,0.000000859596248,1.018,0.5
1.019,1,0.000000859596334,1.019,0.5
1.02,1,0.000000859596391,1.02,0.5
1.021,1,0.000000859596476,1.021,0.5
1.022,1,0.000000859596526,1.022,0.5
1.023,1,0.000000859596632,1.023,0.5
1.024,1,0.000000859596696,1.024,0.5
1.025,1,0.000000859596767,1.025,0.5
1.026,1,0.000000859596803,1.026,0.5
1.027,1,0.000000859596895,1.027,0.5
1.028,1,0.000000859596973,1.028,0.5
1.029,1,0.000000859597037,1.029,0.5
1.03,1,0.000000859597101,1.03,0.5
1.031,1,0.000000859597158,1.031,0.5
1.032,1,0.000000859597243,1.032,0.5
1.033,1,0.000000859597307,1.033,0.5
1.034,1,0.000000859597378,1.034,0.5
1.035,1,0.000000859597435,1.035,0.5
1.036,1,0.000000859597499,1.036,0.5
1.037,1,0.000000859597563,1.037,0.5
1.038,1,0.000000859597648,1.038,0.5
1.039,1,0.000000859597684,1.039,0.5
1.04,1,0.000000859597797,1.04,0.5
1.041,1,0.000000859597812,1.041,0.5
1.042,1,0.000000859597911,1.042,0.5
1.043,1,0.000000859597939,1.043,0.5
1.044,1,0.000000859598039,1.044,0.5
1.045,1,0.000000859598074,1.045,0.5
1.046,1,0.000000859598146,1.046,0.5
1.047,1,0.00000085959821,1.047,0.5
1.048,1,0.000000859598281,1.048,0.5
1.049,1,0.000000859598337,1.049,0.5
1.05,1,0.00000085959838,1.05,0.5
1.051,1,0.000000859598437,1.051,0.5
1.052,1,0.000000859598494,1.052,0.5
1.053,1,0.000000859598558,1.053,0.5
1.054,1,0.000000859598593,1.054,0.5
1.055,1,0.000000859598643,1.055,0.5
1.056,1,0.000000859598771,1.056,0.5
1.057,1,0.000000859598806,1.057,0.5
1.058,1,0.00000085959887,1.058,0.5
1.059,1,0.000000859598906,1.059,0.5
1.06,1,0.000000859598941,1.06,0.5
1.061,1,0.000000859599027,1.061,0.5
1.062,1,0.000000859599069,1.062,0.5
1.063,1,0.000000859599098,1.063,0.5
1.064,1,0.000000859599197,1.064,0.5
1.065,1,0.000000859599204,1.065,0.5
1.066,1,0.000000859599297,1.066,0.5
1.067,1,0.000000859599339,1.067,0.5
1.068,1,0.00000085959941,1.068,0.5
1.069,1,0.000000859599467,1.069,0.5
1.07,1,0.000000859599524,1.07,0.5
1.071,1,0.000000859599567,1.071,0.5
1.072,1,0.000000859599609,1.072,0.5
1.073,1,0.000000859599666,1.073,0.5
1.074,1,0.000000859599744,1.074,0.5
1.075,1,0.000000859599758,1.075,0.5
1.076,1,0.00000085959983,1.076,0.5
1.077,1,0.000000859599872,1.077,0.5
1.078,1,0.000000859599901,1.078,0.5
1.079,1,0.000000859599943,1.079,0.5
1.08,1,0.000000859600028,1.08,0.5
1.081,1,0.000000859600071,1.081,0.5
1.082,1,0.000000859600128,1.082,0.5
1.083,1,0.000000859600171,1.083,0.5
1.084,1,0.000000859600227,1.084,0.5
1.085,1,0.000000859600263,1.085,0.5
1.086,1,0.000000859600327,1.086,0.5
1.087,1,0.000000859600327,1.087,0.5
1.088,1,0.000000859600419,1.088,0.5
1.089,1,0.000000859600469,1.089,0.5
1.09,1,0.000000859600519,1.09,0.5
1.091,1,0.000000859600569,1.091,0.5
1.092,1,0.000000859600625,1.092,0.5
1.093,1,0.000000859600682,1.093,0.5
1.094,1,0.000000859600725,1.094,0.5
1.095,1,0.000000859600746,1.095,0.5
1.096,1,0.000000859600789,1.096,0.5
1.097,1,0.000000859600853,1.097,0.5
1.098,1,0.000000859600888,1.098,0.5
1.099,1,0.000000859600924,1.099,0.5
1.1,1,0.000000859600974,1.1,0.5
1.101,1,0.00000085960103,1.101,0.5
1.102,1,0.000000859601037,1.102,0.5
1.103,1,0.000000859601123,1.103,0.5
1.104,1,0.000000859601172,1.104,0.5
1.105,1,0.000000859601208,1.105,0.5
1.106,1,0.000000859601251,1.106,0.5
1.107,1,0.000000859601315,1.107,0.5
1.108,1,0.00000085960135,1.108,0.5
1.109,1,0.000000859601357,1.109,0.5
1.11,1,0.0000008596014,1.11,0.5
1.111,1,0.000000859601485,1.111,0.5
1.112,1,0.000000859601514,1.112,0.5
1.113,1,0.000000859601542,1.113,0.5
1.114,1,0.000000859601606,1.114,0.5
1.115,1,0.000000859601634,1.115,0.5
1.116,1,0.000000859601698,1.116,0.5
1.117,1,0.000000859601727,1.117,0.5
1.118,1,0.000000859601784,1.118,0.5
1.119,1,0.000000859601805,1.119,0.5
1.12,1,0.00000085960184,1.12,0.5
1.121,1,0.00000085960189,1.121,0.5
1.122,1,0.000000859601911,1.122,0.5
1.123,1,0.000000859601975,1.123,0.5
1.124,1,0.000000859602011,1.124,0.5
1.125,1,0.000000859602004,1.125,0.5
1.126,1,0.000000859602075,1.126,0.5
1.127,1,0.000000859602132,1.127,0.5
1.128,1,0.000000859602189,1.128,0.5
1.129,1,0.000000859602203,1.129,0.5
1.13,1,0.000000859602224,1.13,0.5
1.131,1,0.000000859602274,1.131,0.5
1.132,1,0.000000859602324,1.132,0.5
1.133,1,0.000000859602338,1.133,0.5
1.134,1,0.000000859602416,1.134,0.5
1.135,1,0.000000859602451,1.135,0.5
1.136,1,0.000000859602494,1.136,0.5
1.137,1,0.000000859602508,1.137,0.5
1.138,1,0.000000859602544,1.138,0.5
1.139,1,0.000000859602586,1.139,0.5
1.14,1,0.000000859602601,1.14,0.5
1.141,1,0.000000859602665,1.141,0.5
1.142,1,0.000000859602721,1.142,0.5
1.143,1,0.000000859602721,1.143,0.5
1.144,1,0.000000859602743,1.144,0.5
1.145,1,0.000000859602793,1.145,0.5
1.146,1,0.000000859602849,1.146,0.5
1.147,1,0.000000859602878,1.147,0.5
1.148,1,0.000000859602885,1.148,0.5
1.149,1,0.000000859602956,1.149,0.5
1.15,1,0.000000859602977,1.15,0.5
1.151,1,0.000000859603027,1.151,0.5
1.152,1,0.000000859603041,1.152,0.5
1.153,1,0.00000085960307,1.153,0.5
1.154,1,0.000000859603112,1.154,0.5
1.155,1,0.000000859603141,1.155,0.5
1.156,1,0.000000859603162,1.156,0.5
1.157,1,0.000000859603233,1.157,0.5
1.158,1,0.000000859603261,1.158,0.5
1.159,1,0.00000085960329,1.159,0.5
1.16,1,0.00000085960334,1.16,0.5
1.161,1,0.000000859603389,1.161,0.5
1.162,1,0.000000859603389,1.162,0.5
1.163,1,0.000000859603446,1.163,0.5
1.164,1,0.000000859603446,1.164,0.5
1.165,1,0.000000859603517,1.165,0.5
1.166,1,0.00000085960351,1.166,0.5
1.167,1,0.000000859603553,1.167,0.5
1.168,1,0.000000859603588,1.168,0.5
1.169,1,0.000000859603631,1.169,0.5
1.17,1,0.000000859603681,1.17,0.5
1.171,1,0.000000859603702,1.171,0.5
1.172,1,0.000000859603709,1.172,0.5
1.173,1,0.00000085960373,1.173,0.5
1.174,1,0.000000859603801,1.174,0.5
1.175,1,0.000000859603794,1.175,0.5
1.176,1,0.000000859603858,1.176,0.5
1.177,1,0.000000859603894,1.177,0.5
1.178,1,0.000000859603929,1.178,0.5
1.179,1,0.000000859603972,1.179,0.5
1.18,1,0.000000859603979,1.18,0.5
1.181,1,0.000000859603986,1.181,0.5
1.182,1,0.000000859604043,1.182,0.5
1.183,1,0.000000859604057,1.183,0.5
1.184,1,0.000000859604107,1.184,0.5
1.185,1,0.000000859604128,1.185,0.5
1.186,1,0.000000859604171,1.186,0.5
1.187,1,0.000000859604228,1.187,0.5
1.188,1,0.000000859604249,1.188,0.5
1.189,1,0.000000859604249,1.189,0.5
1.19,1,0.000000859604278,1.19,0.5
1.191,1,0.000000859604292,1.191,0.5
1.192,1,0.000000859604356,1.192,0.5
1.193,1,0.00000085960437,1.193,0.5
1.194,1,0.000000859604391,1.194,0.5
1.195,1,0.000000859604384,1.195,0.5
1.196,1,0.000000859604462,1.196,0.5
1.197,1,0.000000859604498,1.197,0.5
1.198,1,0.000000859604526,1.198,0.5
1.199,1,0.000000859604548,1.199,0.5
1.2,1,0.000000859604555,1.2,0.5
1.201,1,0.000000859604583,1.201,0.5
1.202,1,0.00000085960464,1.202,0.5
1.203,1,0.000000859604683,1.203,0.5
1.204,1,0.000000859604668,1.204,0.5
1.205,1,0.000000859604697,1.205,0.5
1.206,1,0.000000859604718,1.206,0.5
1.207,1,0.000000859604761,1.207,0.5
1.208,1,0.000000859604796,1.208,0.5
1.209,1,0.000000859604853,1.209,0.5
1.21,1,0.000000859604839,1.21,0.5
1.211,1,0.00000085960486,1.211,0.5
1.212,1,0.000000859604889,1.212,0.5
1.213,1,0.000000859604945,1.213,0.5
1.214,1,0.000000859604924,1.214,0.5
1.215,1,0.000000859605002,1.215,0.5
1.216,1,0.000000859605017,1.216,0.5
1.217,1,0.000000859605045,1.217,0.5
1.218,1,0.000000859605038,1.218,0.5
1.219,1,0.000000859605073,1.219,0.5
1.22,1,0.000000859605095,1.22,0.5
1.221,1,0.000000859605116,1.221,0.5
1.222,1,0.00000085960518,1.222,0.5
1.223,1,0.000000859605215,1.223,0.5
1.224,1,0.000000859605194,1.224,0.5
1.225,1,0.00000085960523,1.225,0.5
1.226,1,0.000000859605237,1.226,0.5
1.227,1,0.000000859605272,1.227,0.5
1.228,1,0.000000859605329,1.228,0.5
1.229,1,0.000000859605336,1.229,0.5
1.23,1,0.000000859605365,1.23,0.5
1.231,1,0.000000859605393,1.231,0.5
1.232,1,0.000000859605386,1.232,0.5
1.233,1,0.000000859605422,1.233,0.5
1.234,1,0.000000859605457,1.234,0.5
1.235,1,0.0000008596055,1.235,0.5
1.236,1,0.000000859605493,1.236,0.5
1.237,1,0.000000859605493,1.237,0.5
1.238,1,0.000000859605542,1.238,0.5
1.239,1,0.000000859605592,1.239,0.5
1.24,1,0.00000085960562,1.24,0.5
1.241,1,0.000000859605656,1.241,0.5
1.242,1,0.000000859605663,1.242,0.5
