 frequency       Tmag            Tphase         
 1.00000000e+00  6.20974176e+01 -1.06123508e-01 
 1.12201845e+00  6.20974138e+01 -1.19072499e-01 
 1.25892541e+00  6.20974089e+01 -1.33601491e-01 
 1.41253754e+00  6.20974028e+01 -1.49903268e-01 
 1.58489319e+00  6.20973951e+01 -1.68194134e-01 
 1.77827941e+00  6.20973854e+01 -1.88716782e-01 
 1.99526231e+00  6.20973732e+01 -2.11743514e-01 
 2.23872114e+00  6.20973579e+01 -2.37579850e-01 
 2.51188643e+00  6.20973385e+01 -2.66568581e-01 
 2.81838293e+00  6.20973142e+01 -2.99094308e-01 
 3.16227766e+00  6.20972836e+01 -3.35588544e-01 
 3.54813389e+00  6.20972450e+01 -3.76535424e-01 
 3.98107171e+00  6.20971964e+01 -4.22478120e-01 
 4.46683592e+00  6.20971353e+01 -4.74026023e-01 
 5.01187234e+00  6.20970583e+01 -5.31862804e-01 
 5.62341325e+00  6.20969614e+01 -5.96755443e-01 
 6.30957344e+00  6.20968395e+01 -6.69564352e-01 
 7.07945784e+00  6.20966859e+01 -7.51254705e-01 
 7.94328235e+00  6.20964926e+01 -8.42909137e-01 
 8.91250938e+00  6.20962493e+01 -9.45741943e-01 
 1.00000000e+01  6.20959429e+01 -1.06111496e+00 
 1.12201845e+01  6.20955573e+01 -1.19055533e+00 
 1.25892541e+01  6.20950719e+01 -1.33577528e+00 
 1.41253754e+01  6.20944609e+01 -1.49869423e+00 
 1.58489319e+01  6.20936918e+01 -1.68146331e+00 
 1.77827941e+01  6.20927237e+01 -1.88649268e+00 
 1.99526231e+01  6.20915053e+01 -2.11648163e+00 
 2.23872114e+01  6.20899719e+01 -2.37445193e+00 
 2.51188643e+01  6.20880423e+01 -2.66378423e+00 
 2.81838293e+01  6.20856142e+01 -2.98825795e+00 
 3.16227766e+01  6.20825594e+01 -3.35209421e+00 
 3.54813389e+01  6.20787166e+01 -3.76000186e+00 
 3.98107171e+01  6.20738837e+01 -4.21722586e+00 
 4.46683592e+01  6.20678070e+01 -4.72959708e+00 
 5.01187234e+01  6.20601691e+01 -5.30358200e+00 
 5.62341325e+01  6.20505725e+01 -5.94632983e+00 
 6.30957344e+01  6.20385212e+01 -6.66571345e+00 
 7.07945784e+01  6.20233969e+01 -7.47035908e+00 
 7.94328235e+01  6.20044311e+01 -8.36965731e+00 
 8.91250938e+01  6.19806718e+01 -9.37374564e+00 
 1.00000000e+02  6.19509442e+01 -1.04934491e+01 
 1.12201845e+02  6.19138065e+01 -1.17401621e+01 
 1.25892541e+02  6.18674999e+01 -1.31256488e+01 
 1.41253754e+02  6.18098968e+01 -1.46617389e+01 
 1.58489319e+02  6.17384485e+01 -1.63598879e+01 
 1.77827941e+02  6.16501403e+01 -1.82305774e+01 
 1.99526231e+02  6.15414607e+01 -2.02825340e+01 
 2.23872114e+02  6.14083983e+01 -2.25217658e+01 
 2.51188643e+02  6.12464792e+01 -2.49504429e+01 
 2.81838293e+02  6.10508608e+01 -2.75656978e+01 
 3.16227766e+02  6.08164949e+01 -3.03584762e+01 
 3.54813389e+02  6.05383648e+01 -3.33126275e+01 
 3.98107171e+02  6.02117884e+01 -3.64044640e+01 
 4.46683592e+02  5.98327624e+01 -3.96030068e+01 
 5.01187234e+02  5.93983008e+01 -4.28710584e+01 
 5.62341325e+02  5.89067161e+01 -4.61670961e+01 
 6.30957344e+02  5.83577879e+01 -4.94477938e+01 
 7.07945784e+02  5.77527858e+01 -5.26708200e+01 
 7.94328235e+02  5.70943404e+01 -5.57974825e+01 
 8.91250938e+02  5.63861910e+01 -5.87948337e+01 
 1.00000000e+03  5.56328572e+01 -6.16369922e+01 
 1.12201845e+03  5.48392917e+01 -6.43056219e+01 
 1.25892541e+03  5.40105613e+01 -6.67896710e+01 
 1.41253754e+03  5.31515889e+01 -6.90845759e+01 
 1.58489319e+03  5.22669690e+01 -7.11911605e+01 
 1.77827941e+03  5.13608545e+01 -7.31144343e+01 
 1.99526231e+03  5.04369043e+01 -7.48624400e+01 
 2.23872114e+03  4.94982764e+01 -7.64452397e+01 
 2.51188643e+03  4.85476517e+01 -7.78740792e+01 
 2.81838293e+03  4.75872760e+01 -7.91607372e+01 
 3.16227766e+03  4.66190103e+01 -8.03170416e+01 
 3.54813389e+03  4.56443842e+01 -8.13545367e+01 
 3.98107171e+03  4.46646455e+01 -8.22842205e+01 
 4.46683592e+03  4.36808072e+01 -8.31164606e+01 
 5.01187234e+03  4.26936878e+01 -8.38608813e+01 
 5.62341325e+03  4.17039466e+01 -8.45263460e+01 
 6.30957344e+03  4.07121127e+01 -8.51209506e+01 
 7.07945784e+03  3.97186102e+01 -8.56520903e+01 
 7.94328235e+03  3.87237785e+01 -8.61264425e+01 
 8.91250938e+03  3.77278880e+01 -8.65500236e+01 
 1.00000000e+04  3.67311552e+01 -8.69282810e+01 
 1.12201845e+04  3.57337520e+01 -8.72660955e+01 
 1.25892541e+04  3.47358159e+01 -8.75678574e+01 
 1.41253754e+04  3.37374560e+01 -8.78375123e+01 
 1.58489319e+04  3.27387591e+01 -8.80785838e+01 
 1.77827941e+04  3.17397945e+01 -8.82942436e+01 
 1.99526231e+04  3.07406171e+01 -8.84873239e+01 
 2.23872114e+04  2.97412706e+01 -8.86603734e+01 
 2.51188643e+04  2.87417896e+01 -8.88156750e+01 
 2.81838293e+04  2.77422019e+01 -8.89552799e+01 
 3.16227766e+04  2.67425292e+01 -8.90810391e+01 
 3.54813389e+04  2.57427892e+01 -8.91946126e+01 
